Store,Dept,Date,Demand,Forecast_Demand,Safety_Stock,Target_Stock,Beginning_Inventory,Order_Qty,Arriving_Order,Fulfilled_Demand,Lost_Sales,Ending_Inventory,Holding_Cost,Stockout_Cost,Ordering_Cost,Total_Cost
1.0,2.0,2012-09-14,44493.61,44768.45734017403,2751.2091269670304,47519.666467141054,44207.58295969776,3312.083507443298,44207.58295969776,44207.58295969776,286.02704030224413,0.0,0.0,1430.1352015112207,0.0,1430.1352015112207
1.0,2.0,2012-09-21,43541.07,44912.892784699,2751.2091269670304,47664.101911666025,3312.083507443298,44352.01840422273,3312.083507443298,3312.083507443298,40228.9864925567,0.0,0.0,201144.9324627835,0.0,201144.9324627835
1.0,2.0,2012-09-28,45784.76,45849.90313149637,2751.2091269670304,48601.1122584634,44352.01840422273,4249.093854240673,44352.01840422273,44352.01840422273,1432.7415957772755,0.0,0.0,7163.7079788863775,0.0,7163.7079788863775
1.0,2.0,2012-10-05,48577.08,50711.037639795526,2751.2091269670304,53462.24676676255,4249.093854240673,49213.15291252188,4249.093854240673,4249.093854240673,44327.98614575933,0.0,0.0,221639.93072879664,0.0,221639.93072879664
1.0,2.0,2012-10-12,42112.67,44602.55205484307,2751.2091269670304,47353.7611818101,49213.15291252188,0.0,49213.15291252188,42112.67,0.0,7100.482912521882,7100.482912521882,0.0,0.0,7100.482912521882
1.0,2.0,2012-10-19,42354.72,43784.44611437009,2751.2091269670304,46535.65524133712,7100.482912521882,39435.172328815235,0.0,7100.482912521882,35254.23708747812,0.0,0.0,176271.18543739058,0.0,176271.18543739058
1.0,2.0,2012-10-26,43134.88,42815.82428709604,2751.2091269670304,45567.033414063066,39435.172328815235,6131.8610852478305,39435.172328815235,39435.172328815235,3699.707671184762,0.0,0.0,18498.53835592381,0.0,18498.53835592381
1.0,3.0,2012-08-17,31905.97,36640.00068017903,14735.375539351837,51375.37621953087,51375.37621953087,0.0,0.0,31905.97,0.0,19469.406219530865,19469.406219530865,0.0,0.0,19469.406219530865
1.0,3.0,2012-08-24,43712.78,41768.54820317651,14735.375539351837,56503.92374252835,19469.406219530865,37034.517522997485,0.0,19469.406219530865,24243.373780469134,0.0,0.0,121216.86890234567,0.0,121216.86890234567
1.0,3.0,2012-08-31,50701.3,22040.174379798893,14735.375539351837,36775.549919150726,37034.517522997485,0.0,37034.517522997485,37034.517522997485,13666.782477002518,0.0,0.0,68333.91238501259,0.0,68333.91238501259
1.0,3.0,2012-09-07,18368.51,20907.28338124552,14735.375539351837,35642.65892059736,0.0,35642.65892059736,0.0,0.0,18368.51,0.0,0.0,91842.54999999999,0.0,91842.54999999999
1.0,3.0,2012-09-14,14288.22,12247.169072062285,14735.375539351837,26982.544611414123,35642.65892059736,0.0,35642.65892059736,14288.22,0.0,21354.438920597357,21354.438920597357,0.0,0.0,21354.438920597357
1.0,3.0,2012-09-21,13403.63,10219.07070043424,14735.375539351837,24954.446239786077,21354.438920597357,3600.0073191887204,0.0,13403.63,0.0,7950.808920597357,7950.808920597357,0.0,0.0,7950.808920597357
1.0,3.0,2012-09-28,13085.95,10545.081269631935,14735.375539351837,25280.45680898377,11550.816239786078,13729.640569197692,3600.0073191887204,11550.816239786078,1535.1337602139229,0.0,0.0,7675.668801069614,0.0,7675.668801069614
1.0,3.0,2012-10-05,11676.98,11275.169198008583,14735.375539351837,26010.54473736042,13729.640569197692,12280.904168162726,13729.640569197692,11676.98,0.0,2052.660569197693,2052.660569197693,0.0,0.0,2052.660569197693
1.0,3.0,2012-10-12,10487.17,10794.396744578817,14735.375539351837,25529.77228393065,14333.564737360419,11196.207546570233,12280.904168162726,10487.17,0.0,3846.3947373604187,3846.3947373604187,0.0,0.0,3846.3947373604187
1.0,3.0,2012-10-19,8548.87,10586.434918965844,14735.375539351837,25321.810458317683,15042.602283930652,10279.208174387031,11196.207546570233,8548.87,0.0,6493.732283930651,6493.732283930651,0.0,0.0,6493.732283930651
1.0,3.0,2012-10-26,9350.9,9453.673607068524,14735.375539351837,24189.04914642036,16772.94045831768,7416.108688102679,10279.208174387031,9350.9,0.0,7422.0404583176805,7422.0404583176805,0.0,0.0,7422.0404583176805
1.0,4.0,2012-08-17,38105.9,39873.2782214812,2190.3175592116677,42063.59578069287,42063.59578069287,0.0,0.0,38105.9,0.0,3957.6957806928694,3957.6957806928694,0.0,0.0,3957.6957806928694
1.0,4.0,2012-08-24,36674.67,38936.81078174473,2190.3175592116677,41127.1283409564,3957.6957806928694,37169.43256026353,0.0,3957.6957806928694,32716.97421930713,0.0,0.0,163584.87109653564,0.0,163584.87109653564
1.0,4.0,2012-08-31,37802.97,38804.2556822369,2190.3175592116677,40994.57324144857,37169.43256026353,3825.1406811850393,37169.43256026353,37169.43256026353,633.5374397364722,0.0,0.0,3167.6871986823608,0.0,3167.6871986823608
1.0,4.0,2012-09-07,39549.27,37250.31536551048,2190.3175592116677,39440.63292472215,3825.1406811850393,35615.49224353711,3825.1406811850393,3825.1406811850393,35724.12931881496,0.0,0.0,178620.6465940748,0.0,178620.6465940748
1.0,4.0,2012-09-14,35044.06,37106.33737520679,2190.3175592116677,39296.65493441846,35615.49224353711,3681.1626908813487,35615.49224353711,35044.06,0.0,571.4322435371141,571.4322435371141,0.0,0.0,571.4322435371141
1.0,4.0,2012-09-21,34507.34,35497.662883745026,2190.3175592116677,37687.980442956694,4252.594934418463,33435.38550853823,3681.1626908813487,4252.594934418463,30254.745065581534,0.0,0.0,151273.72532790765,0.0,151273.72532790765
1.0,4.0,2012-09-28,34647.33,34578.57424917139,2190.3175592116677,36768.89180838306,33435.38550853823,3333.5062998448266,33435.38550853823,33435.38550853823,1211.9444914617707,0.0,0.0,6059.722457308853,0.0,6059.722457308853
1.0,4.0,2012-10-05,39311.93,39418.246304355445,2190.3175592116677,41608.56386356711,3333.5062998448266,38275.05756372229,3333.5062998448266,3333.5062998448266,35978.423700155174,0.0,0.0,179892.11850077586,0.0,179892.11850077586
1.0,4.0,2012-10-12,35446.18,36602.16737107869,2190.3175592116677,38792.48493029036,38275.05756372229,517.4273665680739,38275.05756372229,35446.18,0.0,2828.877563722286,2828.877563722286,0.0,0.0,2828.877563722286
1.0,4.0,2012-10-19,35549.19,36064.50514596005,2190.3175592116677,38254.82270517172,3346.30493029036,34908.51777488136,517.4273665680739,3346.30493029036,32202.885069709642,0.0,0.0,161014.42534854822,0.0,161014.42534854822
1.0,4.0,2012-10-26,36292.6,35571.066403338016,2190.3175592116677,37761.383962549684,34908.51777488136,2852.8661876683254,34908.51777488136,34908.51777488136,1384.08222511864,0.0,0.0,6920.4111255932,0.0,6920.4111255932
1.0,5.0,2012-08-17,15440.65,18155.22472764448,6977.520858411909,25132.74558605639,25132.74558605639,0.0,0.0,15440.65,0.0,9692.09558605639,9692.09558605639,0.0,0.0,9692.09558605639
1.0,5.0,2012-08-24,22446.23,15879.317967231396,6977.520858411909,22856.838825643306,9692.09558605639,13164.743239586916,0.0,9692.09558605639,12754.13441394361,0.0,0.0,63770.67206971805,0.0,63770.67206971805
1.0,5.0,2012-08-31,18615.76,20216.331335625408,6977.520858411909,27193.852194037318,13164.743239586916,14029.108954450401,13164.743239586916,13164.743239586916,5451.016760413082,0.0,0.0,27255.083802065412,0.0,27255.083802065412
1.0,5.0,2012-09-07,18236.15,18735.453617672098,6977.520858411909,25712.974476084008,14029.108954450401,11683.865521633606,14029.108954450401,14029.108954450401,4207.0410455496,0.0,0.0,21035.205227748003,0.0,21035.205227748003
1.0,5.0,2012-09-14,19369.52,19313.01536904332,6977.520858411909,26290.53622745523,11683.865521633606,14606.670705821625,11683.865521633606,11683.865521633606,7685.654478366394,0.0,0.0,38428.27239183197,0.0,38428.27239183197
1.0,5.0,2012-09-21,25798.78,19840.93745779876,6977.520858411909,26818.45831621067,14606.670705821625,12211.787610389043,14606.670705821625,14606.670705821625,11192.109294178374,0.0,0.0,55960.546470891866,0.0,55960.546470891866
1.0,5.0,2012-09-28,22560.39,17754.781912236576,6977.520858411909,24732.302770648486,12211.787610389043,12520.515160259443,12211.787610389043,12211.787610389043,10348.602389610956,0.0,0.0,51743.01194805478,0.0,51743.01194805478
1.0,5.0,2012-10-05,25508.81,27785.06122298653,6977.520858411909,34762.58208139844,12520.515160259443,22242.066921138998,12520.515160259443,12520.515160259443,12988.294839740558,0.0,0.0,64941.47419870279,0.0,64941.47419870279
1.0,5.0,2012-10-12,20920.03,22907.808214335764,6977.520858411909,29885.329072747674,22242.066921138998,7643.2621516086765,22242.066921138998,20920.03,0.0,1322.0369211389989,1322.0369211389989,0.0,0.0,1322.0369211389989
1.0,5.0,2012-10-19,20413.83,27921.225016961154,6977.520858411909,34898.74587537306,8965.299072747675,25933.446802625385,7643.2621516086765,8965.299072747675,11448.530927252326,0.0,0.0,57242.654636261635,0.0,57242.654636261635
1.0,5.0,2012-10-26,25846.94,24068.68484518468,6977.520858411909,31046.20570359659,25933.446802625385,5112.7589009712065,25933.446802625385,25846.94,0.0,86.50680262538663,86.50680262538663,0.0,0.0,86.50680262538663
1.0,6.0,2012-08-17,2725.3,2501.4532359203963,1321.4496389798073,3822.9028749002036,3822.9028749002036,0.0,0.0,2725.3,0.0,1097.6028749002035,1097.6028749002035,0.0,0.0,1097.6028749002035
1.0,6.0,2012-08-24,2626.5,2696.062435624542,1321.4496389798073,4017.5120746043494,1097.6028749002035,2919.909199704146,0.0,1097.6028749002035,1528.8971250997965,0.0,0.0,7644.485625498983,0.0,7644.485625498983
1.0,6.0,2012-08-31,2987.07,2752.3398527581794,1321.4496389798073,4073.7894917379867,2919.909199704146,1153.8802920338408,2919.909199704146,2919.909199704146,67.16080029585419,0.0,0.0,335.80400147927094,0.0,335.80400147927094
1.0,6.0,2012-09-07,2576.64,5020.050113739536,1321.4496389798073,6341.499752719343,1153.8802920338408,5187.619460685502,1153.8802920338408,1153.8802920338408,1422.759707966159,0.0,0.0,7113.798539830796,0.0,7113.798539830796
1.0,6.0,2012-09-14,3073.31,3324.3695154104107,1321.4496389798073,4645.819154390218,5187.619460685502,0.0,5187.619460685502,3073.31,0.0,2114.3094606855025,2114.3094606855025,0.0,0.0,2114.3094606855025
1.0,6.0,2012-09-21,4159.51,3700.901769898154,1321.4496389798073,5022.351408877961,2114.3094606855025,2908.0419481924587,0.0,2114.3094606855025,2045.2005393144977,0.0,0.0,10226.002696572488,0.0,10226.002696572488
1.0,6.0,2012-09-28,3168.68,3135.909165369308,1321.4496389798073,4457.358804349115,2908.0419481924587,1549.3168561566567,2908.0419481924587,2908.0419481924587,260.63805180754116,0.0,0.0,1303.1902590377058,0.0,1303.1902590377058
1.0,6.0,2012-10-05,3843.29,4034.906962787207,1321.4496389798073,5356.356601767015,1549.3168561566567,3807.039745610358,1549.3168561566567,1549.3168561566567,2293.973143843343,0.0,0.0,11469.865719216716,0.0,11469.865719216716
1.0,6.0,2012-10-12,3788.59,3756.5813675837353,1321.4496389798073,5078.031006563542,3807.039745610358,1270.9912609531843,3807.039745610358,3788.59,0.0,18.449745610357695,18.449745610357695,0.0,0.0,18.449745610357695
1.0,6.0,2012-10-19,3496.69,4310.782551121692,1321.4496389798073,5632.2321901015,1289.441006563542,4342.791183537958,1270.9912609531843,1289.441006563542,2207.248993436458,0.0,0.0,11036.24496718229,0.0,11036.24496718229
1.0,6.0,2012-10-26,4032.5,4751.554877262524,1321.4496389798073,6073.004516242332,4342.791183537958,1730.213332704374,4342.791183537958,4032.5,0.0,310.2911835379582,310.2911835379582,0.0,0.0,310.2911835379582
1.0,7.0,2012-08-17,16256.91,15126.45466957732,5684.303276796217,20810.75794637354,20810.75794637354,0.0,0.0,16256.91,0.0,4553.847946373538,4553.847946373538,0.0,0.0,4553.847946373538
1.0,7.0,2012-08-24,15159.94,14855.802172392669,5684.303276796217,20540.105449188886,4553.847946373538,15986.257502815348,0.0,4553.847946373538,10606.092053626462,0.0,0.0,53030.46026813231,0.0,53030.46026813231
1.0,7.0,2012-08-31,15802.09,15888.945634243884,5684.303276796217,21573.2489110401,15986.257502815348,5586.991408224752,15986.257502815348,15802.09,0.0,184.1675028153477,184.1675028153477,0.0,0.0,184.1675028153477
1.0,7.0,2012-09-07,16941.42,15872.306217073445,5684.303276796217,21556.609493869662,5771.1589110401,15785.450582829562,5586.991408224752,5771.1589110401,11170.261088959898,0.0,0.0,55851.305444799495,0.0,55851.305444799495
1.0,7.0,2012-09-14,15525.82,17295.35593855096,5684.303276796217,22979.65921534718,15785.450582829562,7194.208632517617,15785.450582829562,15525.82,0.0,259.6305828295626,259.6305828295626,0.0,0.0,259.6305828295626
1.0,7.0,2012-09-21,22542.44,16501.404965269816,5684.303276796217,22185.708242066034,7453.83921534718,14731.869026718854,7194.208632517617,7453.83921534718,15088.60078465282,0.0,0.0,75443.0039232641,0.0,75443.0039232641
1.0,7.0,2012-09-28,22343.24,16847.11917243625,5684.303276796217,22531.42244923247,14731.869026718854,7799.553422513614,14731.869026718854,14731.869026718854,7611.370973281148,0.0,0.0,38056.85486640574,0.0,38056.85486640574
1.0,7.0,2012-10-05,22071.39,18613.6485883622,5684.303276796217,24297.95186515842,7799.553422513614,16498.398442644804,7799.553422513614,7799.553422513614,14271.836577486385,0.0,0.0,71359.18288743193,0.0,71359.18288743193
1.0,7.0,2012-10-12,20212.71,19038.909600184583,5684.303276796217,24723.2128769808,16498.398442644804,8224.814434335996,16498.398442644804,16498.398442644804,3714.311557355195,0.0,0.0,18571.557786775975,0.0,18571.557786775975
1.0,7.0,2012-10-19,21937.45,25439.63990846966,5684.303276796217,31123.943185265878,8224.814434335996,22899.12875092988,8224.814434335996,8224.814434335996,13712.635565664004,0.0,0.0,68563.17782832003,0.0,68563.17782832003
1.0,7.0,2012-10-26,21449.85,26684.98993035094,5684.303276796217,32369.29320714716,22899.12875092988,9470.164456217277,22899.12875092988,21449.85,0.0,1449.2787509298832,1449.2787509298832,0.0,0.0,1449.2787509298832
1.0,8.0,2012-08-17,36294.18,36312.0782679851,2581.1732358956688,38893.251503880776,38893.251503880776,0.0,0.0,36294.18,0.0,2599.0715038807757,2599.0715038807757,0.0,0.0,2599.0715038807757
1.0,8.0,2012-08-24,33855.28,36722.87501917197,2581.1732358956688,39304.04825506764,2599.0715038807757,36704.97675118686,0.0,2599.0715038807757,31256.208496119223,0.0,0.0,156281.0424805961,0.0,156281.0424805961
1.0,8.0,2012-08-31,37666.92,37464.40121142789,2581.1732358956688,40045.57444732355,36704.97675118686,3340.5976961366905,36704.97675118686,36704.97675118686,961.9432488131351,0.0,0.0,4809.716244065676,0.0,4809.716244065676
1.0,8.0,2012-09-07,38666.21,36932.77808944162,2581.1732358956688,39513.951325337286,3340.5976961366905,36173.353629200596,3340.5976961366905,3340.5976961366905,35325.61230386331,0.0,0.0,176628.06151931654,0.0,176628.06151931654
1.0,8.0,2012-09-14,37346.83,37699.35490643228,2581.1732358956688,40280.52814232795,36173.353629200596,4107.1745131273565,36173.353629200596,36173.353629200596,1173.4763707994061,0.0,0.0,5867.381853997031,0.0,5867.381853997031
1.0,8.0,2012-09-21,36404.63,36617.93339504759,2581.1732358956688,39199.106630943264,4107.1745131273565,35091.93211781591,4107.1745131273565,4107.1745131273565,32297.45548687264,0.0,0.0,161487.2774343632,0.0,161487.2774343632
1.0,8.0,2012-09-28,37254.84,36546.52844652232,2581.1732358956688,39127.70168241799,35091.93211781591,4035.76956460208,35091.93211781591,35091.93211781591,2162.9078821840885,0.0,0.0,10814.539410920443,0.0,10814.539410920443
1.0,8.0,2012-10-05,42663.75,40154.28099436513,2581.1732358956688,42735.4542302608,4035.76956460208,38699.68466565872,4035.76956460208,4035.76956460208,38627.98043539792,0.0,0.0,193139.9021769896,0.0,193139.9021769896
1.0,8.0,2012-10-12,37248.47,37443.82466826025,2581.1732358956688,40024.99790415591,38699.68466565872,1325.3132384971905,38699.68466565872,37248.47,0.0,1451.214665658721,1451.214665658721,0.0,0.0,1451.214665658721
1.0,8.0,2012-10-19,38668.75,36415.73709071527,2581.1732358956688,38996.910326610945,2776.5279041559115,36220.38242245503,1325.3132384971905,2776.5279041559115,35892.22209584409,0.0,0.0,179461.11047922046,0.0,179461.11047922046
1.0,8.0,2012-10-26,39255.35,37160.24079772125,2581.1732358956688,39741.41403361692,36220.38242245503,3521.0316111618886,36220.38242245503,36220.38242245503,3034.967577544965,0.0,0.0,15174.837887724825,0.0,15174.837887724825
1.0,9.0,2012-08-17,23503.86,21122.415586948176,4269.0905163095085,25391.506103257685,25391.506103257685,0.0,0.0,23503.86,0.0,1887.6461032576844,1887.6461032576844,0.0,0.0,1887.6461032576844
1.0,9.0,2012-08-24,26262.95,23641.88139148345,4269.0905163095085,27910.97190779296,1887.6461032576844,26023.325804535274,0.0,1887.6461032576844,24375.303896742316,0.0,0.0,121876.51948371159,0.0,121876.51948371159
1.0,9.0,2012-08-31,41634.69,35241.12339853446,4269.0905163095085,39510.21391484397,26023.325804535274,13486.888110308693,26023.325804535274,26023.325804535274,15611.364195464728,0.0,0.0,78056.82097732364,0.0,78056.82097732364
1.0,9.0,2012-09-07,42920.95,38338.78086649232,4269.0905163095085,42607.87138280183,13486.888110308693,29120.983272493137,13486.888110308693,13486.888110308693,29434.061889691304,0.0,0.0,147170.3094484565,0.0,147170.3094484565
1.0,9.0,2012-09-14,31882.98,30774.99417574325,4269.0905163095085,35044.084692052755,29120.983272493137,5923.101419559618,29120.983272493137,29120.983272493137,2761.996727506863,0.0,0.0,13809.983637534315,0.0,13809.983637534315
1.0,9.0,2012-09-21,33889.72,32389.28230463846,4269.0905163095085,36658.37282094797,5923.101419559618,30735.27140138835,5923.101419559618,5923.101419559618,27966.618580440383,0.0,0.0,139833.09290220193,0.0,139833.09290220193
1.0,9.0,2012-09-28,40712.85,41348.93440533788,4269.0905163095085,45618.02492164739,30735.27140138835,14882.75352025904,30735.27140138835,30735.27140138835,9977.57859861165,0.0,0.0,49887.89299305825,0.0,49887.89299305825
1.0,9.0,2012-10-05,40439.53,43349.9498954103,4269.0905163095085,47619.040411719805,14882.75352025904,32736.286891460764,14882.75352025904,14882.75352025904,25556.776479740958,0.0,0.0,127783.8823987048,0.0,127783.8823987048
1.0,9.0,2012-10-12,37126.23,34083.75796677821,4269.0905163095085,38352.84848308772,32736.286891460764,5616.561591626956,32736.286891460764,32736.286891460764,4389.943108539239,0.0,0.0,21949.715542696194,0.0,21949.715542696194
1.0,9.0,2012-10-19,36690.81,34028.32666904188,4269.0905163095085,38297.41718535139,5616.561591626956,32680.855593724435,5616.561591626956,5616.561591626956,31074.24840837304,0.0,0.0,155371.24204186522,0.0,155371.24204186522
1.0,9.0,2012-10-26,41040.84,36135.82327170792,4269.0905163095085,40404.91378801743,32680.855593724435,7724.058194292997,32680.855593724435,32680.855593724435,8359.984406275562,0.0,0.0,41799.922031377806,0.0,41799.922031377806
1.0,10.0,2012-08-17,29723.55,31418.878229630893,2466.974300361586,33885.85252999248,33885.85252999248,0.0,0.0,29723.55,0.0,4162.302529992481,4162.302529992481,0.0,0.0,4162.302529992481
1.0,10.0,2012-08-24,27884.19,31768.143123877737,2466.974300361586,34235.117424239324,4162.302529992481,30072.814894246843,0.0,4162.302529992481,23721.887470007518,0.0,0.0,118609.4373500376,0.0,118609.4373500376
1.0,10.0,2012-08-31,28490.93,31220.07476775116,2466.974300361586,33687.04906811275,30072.814894246843,3614.234173865905,30072.814894246843,28490.93,0.0,1581.884894246843,1581.884894246843,0.0,0.0,1581.884894246843
1.0,10.0,2012-09-07,30851.75,31338.7485055762,2466.974300361586,33805.72280593779,5196.119068112748,28609.60373782504,3614.234173865905,5196.119068112748,25655.63093188725,0.0,0.0,128278.15465943626,0.0,128278.15465943626
1.0,10.0,2012-09-14,31705.09,32229.203081422114,2466.974300361586,34696.1773817837,28609.60373782504,6086.573643958662,28609.60373782504,28609.60373782504,3095.48626217496,0.0,0.0,15477.4313108748,0.0,15477.4313108748
1.0,10.0,2012-09-21,29203.63,30259.995756842967,2466.974300361586,32726.970057204555,6086.573643958662,26640.396413245893,6086.573643958662,6086.573643958662,23117.05635604134,0.0,0.0,115585.2817802067,0.0,115585.2817802067
1.0,10.0,2012-09-28,27205.4,30934.325259361925,2466.974300361586,33401.29955972351,26640.396413245893,6760.90314647762,26640.396413245893,26640.396413245893,565.0035867541083,0.0,0.0,2825.0179337705413,0.0,2825.0179337705413
1.0,10.0,2012-10-05,27822.4,31755.43670014311,2466.974300361586,34222.4110005047,6760.90314647762,27461.507854027077,6760.90314647762,6760.90314647762,21061.49685352238,0.0,0.0,105307.4842676119,0.0,105307.4842676119
1.0,10.0,2012-10-12,27803.78,29627.68377214855,2466.974300361586,32094.658072510138,27461.507854027077,4633.150218483061,27461.507854027077,27461.507854027077,342.27214597292186,0.0,0.0,1711.3607298646093,0.0,1711.3607298646093
1.0,10.0,2012-10-19,29442.38,28957.95748942172,2466.974300361586,31424.931789783303,4633.150218483061,26791.781571300242,4633.150218483061,4633.150218483061,24809.22978151694,0.0,0.0,124046.1489075847,0.0,124046.1489075847
1.0,10.0,2012-10-26,26285.27,28505.19131832304,2466.974300361586,30972.165618684623,26791.781571300242,4180.384047384381,26791.781571300242,26285.27,0.0,506.5115713002415,506.5115713002415,0.0,0.0,506.5115713002415
1.0,11.0,2012-08-17,20281.68,21413.589404715145,3698.536657121978,25112.126061837123,25112.126061837123,0.0,0.0,20281.68,0.0,4830.446061837123,4830.446061837123,0.0,0.0,4830.446061837123
1.0,11.0,2012-08-24,20462.68,21128.973384731536,3698.536657121978,24827.510041853515,4830.446061837123,19997.06398001639,0.0,4830.446061837123,15632.233938162877,0.0,0.0,78161.1696908144,0.0,78161.1696908144
1.0,11.0,2012-08-31,21103.42,21461.45237600182,3698.536657121978,25159.9890331238,19997.06398001639,5162.925053107407,19997.06398001639,19997.06398001639,1106.3560199836065,0.0,0.0,5531.780099918033,0.0,5531.780099918033
1.0,11.0,2012-09-07,23338.99,21289.52673537189,3698.536657121978,24988.063392493867,5162.925053107407,19825.13833938646,5162.925053107407,5162.925053107407,18176.064946892595,0.0,0.0,90880.32473446298,0.0,90880.32473446298
1.0,11.0,2012-09-14,17027.47,21264.88363402502,3698.536657121978,24963.420291147,19825.13833938646,5138.2819517605385,19825.13833938646,17027.47,0.0,2797.6683393864587,2797.6683393864587,0.0,0.0,2797.6683393864587
1.0,11.0,2012-09-21,18161.43,18784.1581140575,3698.536657121978,22482.69477117948,7935.950291146997,14546.744480032481,5138.2819517605385,7935.950291146997,10225.479708853003,0.0,0.0,51127.398544265016,0.0,51127.398544265016
1.0,11.0,2012-09-28,17242.78,18680.946206321343,3698.536657121978,22379.48286344332,14546.744480032481,7832.7383834108405,14546.744480032481,14546.744480032481,2696.0355199675178,0.0,0.0,13480.177599837589,0.0,13480.177599837589
1.0,11.0,2012-10-05,22374.18,20720.356546235816,3698.536657121978,24418.893203357795,7832.7383834108405,16586.154819946954,7832.7383834108405,7832.7383834108405,14541.44161658916,0.0,0.0,72707.2080829458,0.0,72707.2080829458
1.0,11.0,2012-10-12,21857.09,19819.62186818368,3698.536657121978,23518.15852530566,16586.154819946954,6932.003705358704,16586.154819946954,16586.154819946954,5270.935180053046,0.0,0.0,26354.67590026523,0.0,26354.67590026523
1.0,11.0,2012-10-19,18259.82,21682.9934315685,3698.536657121978,25381.530088690477,6932.003705358704,18449.526383331773,6932.003705358704,6932.003705358704,11327.816294641296,0.0,0.0,56639.081473206475,0.0,56639.081473206475
1.0,11.0,2012-10-26,22399.83,19822.65298452532,3698.536657121978,23521.1896416473,18449.526383331773,5071.663258315526,18449.526383331773,18449.526383331773,3950.3036166682286,0.0,0.0,19751.518083341143,0.0,19751.518083341143
1.0,12.0,2012-08-17,11447.03,10486.291761573942,2420.805536390129,12907.097297964072,12907.097297964072,0.0,0.0,11447.03,0.0,1460.0672979640713,1460.0672979640713,0.0,0.0,1460.0672979640713
1.0,12.0,2012-08-24,10723.59,10008.090295821112,2420.805536390129,12428.895832211241,1460.0672979640713,10968.82853424717,0.0,1460.0672979640713,9263.522702035929,0.0,0.0,46317.613510179646,0.0,46317.613510179646
