Store,Dept,Date,Weekly_Sales,IsHoliday,Demand,Forecast_Demand,Forecast,Demand_Proxy,Forecast_Error,Absolute_Error,Safety_Stock,Next_Forecast,Target_Inventory,Starting_Inventory,Arriving_Inventory,Fulfilled_Demand,Lost_Sales,Ending_Inventory,Order_Qty,Holding_Cost,Shortage_Cost,Total_Cost
1.0,11.0,2012-09-14,17027.47,False,17027.47,21264.88363402502,21264.88363402502,17027.47,-4237.413634025019,4237.413634025019,839.2089465706774,18784.1581140575,19623.367060628178,22104.092580595698,0.0,17027.47,0.0,5076.6225805956965,14546.744480032481,5076.6225805956965,0.0,5076.6225805956965
1.0,12.0,2012-09-14,10484.08,False,10484.08,11846.95379210476,11846.95379210476,10484.08,-1362.8737921047596,1362.8737921047596,762.4305096479065,10739.77173466592,11502.202244313827,12609.384301752667,0.0,10484.08,0.0,2125.304301752667,9376.89794256116,2125.304301752667,0.0,2125.304301752667
1.0,13.0,2012-09-14,38759.47,False,38759.47,41321.39175467203,41321.39175467203,38759.47,-2561.921754672032,2561.921754672032,1098.2313116953442,40328.75870610227,41426.990017797616,42419.62306636738,0.0,38759.47,0.0,3660.1530663673766,37766.83695143024,3660.1530663673766,0.0,3660.1530663673766
1.0,14.0,2012-09-14,11596.1,False,11596.1,14268.20567401783,14268.20567401783,11596.1,-2672.10567401783,2672.10567401783,828.1731872321471,12599.64991603499,13427.823103267137,15096.378861249977,0.0,11596.1,0.0,3500.278861249977,9927.54424201716,3500.278861249977,0.0,3500.278861249977
1.0,16.0,2012-09-14,14646.37,False,14646.37,17727.49475046128,17727.49475046128,14646.37,-3081.1247504612784,3081.1247504612784,852.302135544966,14802.27753411142,15654.579669656385,18579.796886006246,0.0,14646.37,0.0,3933.4268860062457,11721.15278365014,3933.4268860062457,0.0,3933.4268860062457
1.0,17.0,2012-09-14,7075.73,False,7075.73,8668.638502622935,8668.638502622935,7075.73,-1592.908502622935,1592.908502622935,757.3891368496602,8079.26047840763,8836.64961525729,9426.027639472595,0.0,7075.73,0.0,2350.2976394725956,6486.351975784695,2350.2976394725956,0.0,2350.2976394725956
1.0,18.0,2012-09-14,649.09,False,649.09,1034.6581177192088,1034.6581177192088,649.09,-385.5681177192088,385.5681177192088,764.3058238631768,1109.454458827971,1873.7602826911477,1798.9639415823856,0.0,649.09,0.0,1149.8739415823857,723.886341108762,1149.8739415823857,0.0,1149.8739415823857
1.0,19.0,2012-09-14,733.78,False,733.78,1403.7139375790862,1403.7139375790862,733.78,-669.9339375790862,669.9339375790862,746.7898464566541,1176.4096194947329,1923.199465951387,2150.5037840357404,0.0,733.78,0.0,1416.7237840357404,506.47568191564665,1416.7237840357404,0.0,1416.7237840357404
1.0,20.0,2012-09-14,3548.56,False,3548.56,4187.5178185300365,4187.5178185300365,3548.56,-638.9578185300365,638.9578185300365,766.7215432141555,3955.129496333404,4721.85103954756,4954.239361744192,0.0,3548.56,0.0,1405.6793617441922,3316.1716778033674,1405.6793617441922,0.0,1405.6793617441922
1.0,21.0,2012-09-14,8013.36,False,8013.36,8650.42378942272,8650.42378942272,8013.36,-637.0637894227211,637.0637894227211,760.4853466293025,8051.857935680116,8812.343282309419,9410.909136052023,0.0,8013.36,0.0,1397.5491360520236,7414.794146257395,1397.5491360520236,0.0,1397.5491360520236
1.0,22.0,2012-09-14,5462.99,False,5462.99,7925.935449847806,7925.935449847806,5462.99,-2462.9454498478062,2462.9454498478062,794.8303470897989,7030.505755707623,7825.336102797422,8720.765796937605,0.0,5462.99,0.0,3257.7757969376053,4567.560305859817,3257.7757969376053,0.0,3257.7757969376053
1.0,23.0,2012-09-14,14172.52,False,14172.52,16620.70347774513,16620.70347774513,14172.52,-2448.1834777451295,2448.1834777451295,970.9610989607412,16456.586028240497,17427.54712720124,17591.664576705873,0.0,14172.52,0.0,3419.144576705872,14008.402550495368,3419.144576705872,0.0,3419.144576705872
1.0,24.0,2012-09-14,4980.64,False,4980.64,5862.902447738776,5862.902447738776,4980.64,-882.2624477387753,882.2624477387753,1203.7249693616848,4776.796263682399,5980.521233044084,7066.627417100461,0.0,4980.64,0.0,2085.9874171004603,3894.5338159436233,2085.9874171004603,0.0,2085.9874171004603
1.0,25.0,2012-09-14,7541.58,False,7541.58,8613.099734144658,8613.099734144658,7541.58,-1071.5197341446583,1071.5197341446583,890.6946848243343,8294.728423646004,9185.423108470339,9503.794418968993,0.0,7541.58,0.0,1962.2144189689934,7223.208689501345,1962.2144189689934,0.0,1962.2144189689934
1.0,26.0,2012-09-14,6001.13,False,6001.13,5720.907222540158,5720.907222540158,6001.13,280.2227774598423,280.2227774598423,779.8367510522105,5667.39014419774,6447.22689524995,6500.743973592368,0.0,6001.13,0.0,499.613973592368,5947.612921657582,499.613973592368,0.0,499.613973592368
1.0,27.0,2012-09-14,857.88,False,857.88,1181.7307732684476,1181.7307732684476,857.88,-323.8507732684476,323.8507732684476,748.6695941602421,1078.024171338716,1826.6937654989583,1930.4003674286896,0.0,857.88,0.0,1072.5203674286895,754.1733980702688,1072.5203674286895,0.0,1072.5203674286895
1.0,28.0,2012-09-14,403.87,False,403.87,502.145413406617,502.145413406617,403.87,-98.27541340661702,98.27541340661702,744.8947877749138,463.12959709036136,1208.0243848652751,1247.0402011815308,0.0,403.87,0.0,843.1702011815308,364.8541836837443,843.1702011815308,0.0,843.1702011815308
1.0,29.0,2012-09-14,3418.62,False,3418.62,3729.483457002202,3729.483457002202,3418.62,-310.86345700220227,310.86345700220227,753.1257188286348,3754.82899671424,4507.9547155428745,4482.609175830837,0.0,3418.62,0.0,1063.9891758308368,3443.9655397120378,1063.9891758308368,0.0,1063.9891758308368
1.0,30.0,2012-09-14,2115.88,False,2115.88,3004.591418664951,3004.591418664951,2115.88,-888.711418664951,888.711418664951,750.4834705194335,2709.8296581952045,3460.313128714638,3755.0748891843846,0.0,2115.88,0.0,1639.1948891843845,1821.1182395302535,1639.1948891843845,0.0,1639.1948891843845
1.0,31.0,2012-09-14,1365.52,False,1365.52,2119.5197633815296,2119.5197633815296,1365.52,-753.9997633815296,753.9997633815296,961.2203870995918,1634.0402750363962,2595.2606621359882,3080.7401504811214,0.0,1365.52,0.0,1715.2201504811214,880.0405116548668,1715.2201504811214,0.0,1715.2201504811214
1.0,32.0,2012-09-14,5000.5,False,5000.5,7411.024750220353,7411.024750220353,5000.5,-2410.524750220353,2410.524750220353,771.1087313214556,7269.440605493064,8040.54933681452,8182.133481541809,0.0,5000.5,0.0,3181.6334815418086,4858.915855272711,3181.6334815418086,0.0,3181.6334815418086
1.0,33.0,2012-09-14,4449.08,False,4449.08,5836.027032189306,5836.027032189306,4449.08,-1386.947032189306,1386.947032189306,1066.6798976844282,4511.455472530988,5578.1353702154165,6902.706929873734,0.0,4449.08,0.0,2453.6269298737343,3124.508440341682,2453.6269298737343,0.0,2453.6269298737343
1.0,34.0,2012-09-14,8723.62,False,8723.62,9789.760351075987,9789.760351075987,8723.62,-1066.1403510759865,1066.1403510759865,753.5251330543297,8981.707554205064,9735.232687259395,10543.285484130316,0.0,8723.62,0.0,1819.6654841303152,7915.56720312908,1819.6654841303152,0.0,1819.6654841303152
1.0,35.0,2012-09-14,1547.07,False,1547.07,1993.648470497429,1993.648470497429,1547.07,-446.57847049742895,446.57847049742895,746.5038750246184,2022.5958670900773,2769.099742114696,2740.152345522047,0.0,1547.07,0.0,1193.0823455220473,1576.0173965926485,1193.0823455220473,0.0,1193.0823455220473
1.0,36.0,2012-09-14,310.55,False,310.55,802.6382275827798,802.6382275827798,310.55,-492.0882275827798,492.0882275827798,747.1532097354755,533.9203454422175,1281.073555177693,1549.7914373182552,0.0,310.55,0.0,1239.2414373182553,41.83211785943763,1239.2414373182553,0.0,1239.2414373182553
1.0,37.0,2012-09-14,2854.51,False,2854.51,3298.2316510771834,3298.2316510771834,2854.51,-443.7216510771832,443.7216510771832,747.3497137075574,2794.5987288221045,3541.948442529662,4045.581364784741,0.0,2854.51,0.0,1191.0713647847406,2350.8770777449213,1191.0713647847406,0.0,1191.0713647847406
1.0,38.0,2012-09-14,82186.59,False,82186.59,74620.35575437444,74620.35575437444,82186.59,7566.234245625557,7566.234245625557,2787.9682518658497,76658.8250188075,79446.79327067336,77408.32400624029,0.0,77408.32400624029,4778.265993759705,0.0,79446.79327067336,0.0,23891.329968798527,23891.329968798527
1.0,40.0,2012-09-14,60364.66,False,60364.66,60430.97681239936,60430.97681239936,60364.66,-66.31681239936006,66.31681239936006,938.2558437831444,59125.61495623847,60063.870800021614,61369.23265618251,0.0,60364.66,0.0,1004.5726561825068,59059.29814383911,1004.5726561825068,0.0,1004.5726561825068
1.0,41.0,2012-09-14,1382.99,False,1382.99,1362.2945872305795,1362.2945872305795,1382.99,20.6954127694205,20.6954127694205,749.7423081697578,1467.0522490069195,2216.7945571766772,2112.0368954003375,0.0,1382.99,0.0,729.0468954003375,1487.7476617763398,729.0468954003375,0.0,729.0468954003375
1.0,42.0,2012-09-14,7563.72,False,7563.72,9098.488070074423,9098.488070074423,7563.72,-1534.7680700744231,1534.7680700744231,759.045138204015,8280.032271819306,9039.077410023321,9857.533208278439,0.0,7563.72,0.0,2293.8132082784387,6745.2642017448825,2293.8132082784387,0.0,2293.8132082784387
1.0,44.0,2012-09-14,5406.78,False,5406.78,5464.394573708092,5464.394573708092,5406.78,-57.614573708092394,57.614573708092394,763.5400309658404,5610.81381904593,6374.353850011771,6227.934604673933,0.0,5406.78,0.0,821.1546046739331,5553.199245337838,821.1546046739331,0.0,821.1546046739331
1.0,46.0,2012-09-14,17207.35,False,17207.35,18816.806192464057,18816.806192464057,17207.35,-1609.4561924640584,1609.4561924640584,771.3758484121371,17140.77700097899,17912.152849391125,19588.182040876192,0.0,17207.35,0.0,2380.832040876194,15531.32080851493,2380.832040876194,0.0,2380.832040876194
1.0,48.0,2012-09-14,724.0,False,724.0,926.4073188644256,926.4073188644256,724.0,-202.40731886442563,202.40731886442563,810.9254103905212,934.5351537015572,1745.4605640920784,1737.3327292549468,0.0,724.0,0.0,1013.3327292549468,732.1278348371316,1013.3327292549468,0.0,1013.3327292549468
1.0,49.0,2012-09-14,9414.79,False,9414.79,14159.01181306613,14159.01181306613,9414.79,-4744.2218130661295,4744.2218130661295,796.5048306583999,10918.168616838191,11714.67344749659,14955.51664372453,0.0,9414.79,0.0,5540.726643724529,6173.946803772062,5540.726643724529,0.0,5540.726643724529
1.0,52.0,2012-09-14,1830.37,False,1830.37,2654.9024764854826,2654.9024764854826,1830.37,-824.5324764854827,824.5324764854827,749.5235760083275,2076.083400926668,2825.6069769349956,3404.42605249381,0.0,1830.37,0.0,1574.05605249381,1251.5509244411855,1574.05605249381,0.0,1574.05605249381
1.0,54.0,2012-09-14,46.92,False,46.92,128.75004342079836,128.75004342079836,46.92,-81.83004342079836,81.83004342079836,744.6850805856571,0.0,744.6850805856571,873.4351240064555,0.0,46.92,0.0,826.5151240064555,0.0,826.5151240064555,0.0,826.5151240064555
1.0,55.0,2012-09-14,7408.83,False,7408.83,9376.817707750062,9376.817707750062,7408.83,-1967.9877077500623,1967.9877077500623,830.4526082014637,8875.575957633877,9706.02856583534,10207.270315951526,0.0,7408.83,0.0,2798.440315951526,6907.588249883815,2798.440315951526,0.0,2798.440315951526
1.0,56.0,2012-09-14,1742.34,False,1742.34,1918.29817461594,1918.29817461594,1742.34,-175.95817461594015,175.95817461594015,750.481787916709,1726.2220784112033,2476.7038663279122,2668.779962532649,0.0,1742.34,0.0,926.4399625326489,1550.2639037952633,926.4399625326489,0.0,926.4399625326489
1.0,58.0,2012-09-14,4650.0,False,4650.0,4699.397399111309,4699.397399111309,4650.0,-49.397399111308914,49.397399111308914,935.1489161742176,2348.6707701887303,3283.819686362948,5634.546315285526,0.0,4650.0,0.0,984.5463152855264,2299.2733710774214,984.5463152855264,0.0,984.5463152855264
1.0,59.0,2012-09-14,208.58,False,208.58,313.1806775826864,313.1806775826864,208.58,-104.60067758268642,104.60067758268642,745.1382929294176,144.14696135340876,889.2852542828264,1058.318970512104,0.0,208.58,0.0,849.738970512104,39.546283770722425,849.738970512104,0.0,849.738970512104
1.0,60.0,2012-09-14,891.0,False,891.0,1031.2245301555536,1031.2245301555536,891.0,-140.22453015555357,140.22453015555357,745.8140518962383,790.3674930113958,1536.1815449076341,1777.0385820517918,0.0,891.0,0.0,886.0385820517918,650.1429628558424,886.0385820517918,0.0,886.0385820517918
1.0,67.0,2012-09-14,6359.63,False,6359.63,6392.930846304914,6392.930846304914,6359.63,-33.30084630491365,33.30084630491365,756.0186498393778,6336.3798789227685,7092.398528762146,7148.9494961442915,0.0,6359.63,0.0,789.3194961442914,6303.079032617855,789.3194961442914,0.0,789.3194961442914
1.0,71.0,2012-09-14,1934.39,False,1934.39,2719.6074201736665,2719.6074201736665,1934.39,-785.2174201736664,785.2174201736664,772.7276415054014,2028.3577407320429,2801.0853822374443,3492.3350616790676,0.0,1934.39,0.0,1557.9450616790675,1243.1403205583767,1557.9450616790675,0.0,1557.9450616790675
1.0,72.0,2012-09-14,40346.48,False,40346.48,42535.730742115455,42535.730742115455,40346.48,-2189.2507421154514,2189.2507421154514,1000.1671696903983,37582.97690642216,38583.14407611256,43535.897911805856,0.0,40346.48,0.0,3189.417911805853,35393.72616430671,3189.417911805853,0.0,3189.417911805853
1.0,74.0,2012-09-14,9402.97,False,9402.97,11034.710428288436,11034.710428288436,9402.97,-1631.7404282884363,1631.7404282884363,760.2681785569123,10296.239254073858,11056.507432630771,11794.978606845349,0.0,9402.97,0.0,2392.0086068453493,8664.498825785422,2392.0086068453493,0.0,2392.0086068453493
1.0,79.0,2012-09-14,33317.12,False,33317.12,34763.78882224047,34763.78882224047,33317.12,-1446.66882224047,1446.66882224047,2192.3292687738317,30660.305023334648,32852.63429210848,36956.1180910143,0.0,33317.12,0.0,3638.9980910142986,29213.63620109418,3638.9980910142986,0.0,3638.9980910142986
1.0,80.0,2012-09-14,19345.96,False,19345.96,20899.541536578585,20899.541536578585,19345.96,-1553.5815365785857,1553.5815365785857,795.0441081393637,19134.65546118712,19929.699569326483,21694.585644717947,0.0,19345.96,0.0,2348.6256447179476,17581.073924608536,2348.6256447179476,0.0,2348.6256447179476
1.0,81.0,2012-09-14,30417.19,False,30417.19,31758.19871303658,31758.19871303658,30417.19,-1341.0087130365828,1341.0087130365828,761.0253339906521,29262.258675969784,30023.284009960436,32519.224047027234,0.0,30417.19,0.0,2102.034047027235,27921.2499629332,2102.034047027235,0.0,2102.034047027235
1.0,82.0,2012-09-14,19937.48,False,19937.48,21096.767480047925,21096.767480047925,19937.48,-1159.2874800479258,1159.2874800479258,765.0607539195357,19594.234503942924,20359.29525786246,21861.828233967462,0.0,19937.48,0.0,1924.3482339674629,18434.947023894998,1924.3482339674629,0.0,1924.3482339674629
1.0,83.0,2012-09-14,6204.97,False,6204.97,6801.457792756784,6801.457792756784,6204.97,-596.4877927567841,596.4877927567841,758.3993964516853,5547.708602134874,6306.10799858656,7559.857189208469,0.0,6204.97,0.0,1354.887189208469,4951.220809378091,1354.887189208469,0.0,1354.887189208469
1.0,85.0,2012-09-14,2608.0,False,2608.0,3396.1334692620494,3396.1334692620494,2608.0,-788.1334692620494,788.1334692620494,755.2297301015366,2869.443576844835,3624.6733069463717,4151.363199363586,0.0,2608.0,0.0,1543.3631993635863,2081.3101075827853,1543.3631993635863,0.0,1543.3631993635863
1.0,87.0,2012-09-14,45670.34,False,45670.34,49360.13564349701,49360.13564349701,45670.34,-3689.795643497011,3689.795643497011,868.6923913017062,45860.04028881337,46728.73268011508,50228.82803479872,0.0,45670.34,0.0,4558.48803479872,42170.24464531636,4558.48803479872,0.0,4558.48803479872
1.0,90.0,2012-09-14,89709.09,False,89709.09,95005.69395900372,95005.69395900372,89709.09,-5296.603959003725,5296.603959003725,1032.2439213326509,85823.91843361815,86856.16235495081,96037.93788033638,0.0,89709.09,0.0,6328.847880336383,80527.31447461442,6328.847880336383,0.0,6328.847880336383
1.0,91.0,2012-09-14,70429.68,False,70429.68,73497.31716379407,73497.31716379407,70429.68,-3067.6371637940756,3067.6371637940756,939.720134111181,62814.57238720894,63754.292521320116,74437.03729790525,0.0,70429.68,0.0,4007.357297905255,59746.93522341486,4007.357297905255,0.0,4007.357297905255
1.0,92.0,2012-09-14,148861.17,False,148861.17,156464.61475874556,156464.61475874556,148861.17,-7603.444758745551,7603.444758745551,1653.8736841880063,133095.90228679264,134749.77597098064,158118.48844293357,0.0,148861.17,0.0,9257.318442933552,125492.45752804709,9257.318442933552,0.0,9257.318442933552
1.0,93.0,2012-09-14,81007.78,False,81007.78,86218.27227342095,86218.27227342095,81007.78,-5210.492273420954,5210.492273420954,1206.8149486984196,70892.28471394013,72099.09966263855,87425.08722211937,0.0,81007.78,0.0,6417.307222119372,65681.79244051917,6417.307222119372,0.0,6417.307222119372
1.0,94.0,2012-09-14,64491.29,False,64491.29,67102.1827912295,67102.1827912295,64491.29,-2610.8927912294967,2610.8927912294967,1373.9562782490561,61095.31828152954,62469.27455977859,68476.13906947855,0.0,64491.29,0.0,3984.8490694785505,58484.42549030004,3984.8490694785505,0.0,3984.8490694785505
1.0,95.0,2012-09-14,128542.73,False,128542.73,136622.85039546987,136622.85039546987,128542.73,-8080.120395469872,8080.120395469872,1722.763929639052,120919.87885298146,122642.64278262052,138345.6143251089,0.0,128542.73,0.0,9802.884325108913,112839.7584575116,9802.884325108913,0.0,9802.884325108913
1.0,96.0,2012-09-14,32864.96,False,32864.96,35888.72208535245,35888.72208535245,32864.96,-3023.7620853524495,3023.7620853524495,1014.7847199437266,33565.50139380778,34580.28611375151,36903.50680529617,0.0,32864.96,0.0,4038.5468052961733,30541.739308455333,4038.5468052961733,0.0,4038.5468052961733
1.0,97.0,2012-09-14,39216.22,False,39216.22,39764.20529634564,39764.20529634564,39216.22,-547.985296345636,547.985296345636,942.9646023698939,34751.74443888794,35694.70904125783,40707.16989871553,0.0,39216.22,0.0,1490.9498987155312,34203.7591425423,1490.9498987155312,0.0,1490.9498987155312
1.0,98.0,2012-09-14,11646.84,False,11646.84,12408.051685973289,12408.051685973289,11646.84,-761.2116859732887,761.2116859732887,760.8420175742841,11645.254290544986,12406.096308119271,13168.893703547574,0.0,11646.84,0.0,1522.0537035475736,10884.042604571698,1522.0537035475736,0.0,1522.0537035475736
1.0,99.0,2012-09-14,0.03,False,0.03,191.09686052043585,191.09686052043585,0.03,-191.06686052043585,191.06686052043585,744.7419990601189,18.873622104877928,763.6156211649968,935.8388595805548,0.0,0.03,0.0,935.8088595805548,0.0,935.8088595805548,0.0,935.8088595805548
2.0,1.0,2012-09-14,26435.2,False,26435.2,25461.756060220087,25461.756060220087,26435.2,973.4439397799142,973.4439397799142,783.5301004619608,26066.460040130434,26849.990140592396,26245.286160682048,0.0,26245.286160682048,189.9138393179528,0.0,26849.990140592396,0.0,949.569196589764,949.569196589764
2.0,2.0,2012-09-14,63984.36,False,63984.36,62339.726315740176,62339.726315740176,63984.36,1644.6336842598248,1644.6336842598248,892.522989890988,64909.30130355629,65801.82429344728,63232.249305631165,0.0,63232.249305631165,752.1106943688355,0.0,65801.82429344728,0.0,3760.5534718441777,3760.5534718441777
2.0,3.0,2012-09-14,15121.83,False,15121.83,15378.838159441351,15378.838159441351,15121.83,-257.0081594413514,257.0081594413514,3937.8860678404076,12295.206315083808,16233.092382924215,19316.72422728176,0.0,15121.83,0.0,4194.89422728176,12038.198155642454,4194.89422728176,0.0,4194.89422728176
2.0,4.0,2012-09-14,42250.04,False,42250.04,44831.43332773936,44831.43332773936,42250.04,-2581.393327739359,2581.393327739359,827.3416944140406,44021.54913436803,44848.890828782074,45658.7750221534,0.0,42250.04,0.0,3408.7350221533998,41440.155806628674,3408.7350221533998,0.0,3408.7350221533998
2.0,5.0,2012-09-14,22075.36,False,22075.36,22282.777290336577,22282.777290336577,22075.36,-207.41729033657612,207.41729033657612,1538.1165324805606,22795.1418077688,24333.258340249362,23820.89382281714,0.0,22075.36,0.0,1745.5338228171386,22587.724517432223,1745.5338228171386,0.0,1745.5338228171386
2.0,6.0,2012-09-14,5524.04,False,5524.04,4136.886499204927,4136.886499204927,5524.04,1387.1535007950733,1387.1535007950733,796.2434325326731,4046.424427292055,4842.667859824728,4933.1299317376,0.0,4933.1299317376,590.9100682624003,0.0,4842.667859824728,0.0,2954.5503413120014,2954.5503413120014
2.0,7.0,2012-09-14,33616.53,False,33616.53,27107.076888489675,27107.076888489675,33616.53,6509.453111510324,6509.453111510324,1045.8124839219665,28911.67467401745,29957.487157939417,28152.889372411642,0.0,28152.889372411642,5463.640627588356,0.0,29957.487157939417,0.0,27318.203137941782,27318.203137941782
2.0,8.0,2012-09-14,59095.81,False,59095.81,56668.40459183531,56668.40459183531,59095.81,2427.40540816469,2427.40540816469,943.9491207108928,58873.60043243576,59817.54955314665,57612.3537125462,0.0,57612.3537125462,1483.456287453795,0.0,59817.54955314665,0.0,7417.281437268975,7417.281437268975
2.0,9.0,2012-09-14,34082.12,False,34082.12,34052.21488802516,34052.21488802516,34082.12,29.90511197484011,29.90511197484011,2017.9404477582575,33212.29176718295,35230.23221494121,36070.15533578342,0.0,34082.12,0.0,1988.0353357834174,33242.19687915779,1988.0353357834174,0.0,1988.0353357834174
2.0,10.0,2012-09-14,39335.53,False,39335.53,36806.74144644864,36806.74144644864,39335.53,2528.788553551356,2528.788553551356,863.7273093103454,39624.86174053732,40488.589049847666,37670.468755758986,0.0,37670.468755758986,1665.061244241013,0.0,40488.589049847666,0.0,8325.306221205065,8325.306221205065
2.0,11.0,2012-09-14,16955.5,False,16955.5,18493.966145366227,18493.966145366227,16955.5,-1538.4661453662266,1538.4661453662266,1016.8281882964891,17354.634585808948,18371.462774105436,19510.794333662714,0.0,16955.5,0.0,2555.294333662714,15816.168440442721,2555.294333662714,0.0,2555.294333662714
2.0,12.0,2012-09-14,7606.98,False,7606.98,7997.414628475516,7997.414628475516,7606.98,-390.43462847551655,390.43462847551655,834.450238990898,7598.608117709553,8433.05835670045,8831.864867466415,0.0,7606.98,0.0,1224.884867466415,7208.1734892340355,1224.884867466415,0.0,1224.884867466415
2.0,13.0,2012-09-14,45803.72,False,45803.72,46040.12158912387,46040.12158912387,45803.72,-236.40158912386687,236.40158912386687,788.2599328722858,46188.57641893716,46976.83635180945,46828.381521996154,0.0,45803.72,0.0,1024.6615219961532,45952.174829813295,1024.6615219961532,0.0,1024.6615219961532
2.0,14.0,2012-09-14,15959.23,False,15959.23,17912.234713728878,17912.234713728878,15959.23,-1953.0047137288784,1953.0047137288784,758.9061902885705,17581.01748966683,18339.9236799554,18671.140904017448,0.0,15959.23,0.0,2711.910904017448,15628.01277593795,2711.910904017448,0.0,2711.910904017448
2.0,16.0,2012-09-14,10942.85,False,10942.85,17253.917356718324,17253.917356718324,10942.85,-6311.067356718324,6311.067356718324,938.7577853184721,13925.823415182824,14864.581200501296,18192.675142036795,0.0,10942.85,0.0,7249.825142036794,7614.756058464502,7249.825142036794,0.0,7249.825142036794
2.0,17.0,2012-09-14,12251.02,False,12251.02,13804.434584863851,13804.434584863851,12251.02,-1553.414584863851,1553.414584863851,751.6837499683073,12973.715869232074,13725.399619200381,14556.11833483216,0.0,12251.02,0.0,2305.098334832159,11420.301284368223,2305.098334832159,0.0,2305.098334832159
2.0,18.0,2012-09-14,2626.17,False,2626.17,6076.015380274573,6076.015380274573,2626.17,-3449.8453802745726,3449.8453802745726,775.6124636681967,4149.574194422376,4925.1866580905735,6851.62784394277,0.0,2626.17,0.0,4225.45784394277,699.7288141478039,4225.45784394277,0.0,4225.45784394277
2.0,19.0,2012-09-14,3155.08,False,3155.08,3844.006446080215,3844.006446080215,3155.08,-688.9264460802151,688.9264460802151,751.9759831972078,4137.650921285499,4889.626904482707,4595.982429277423,0.0,3155.08,0.0,1440.902429277423,3448.724475205284,1440.902429277423,0.0,1440.902429277423
2.0,20.0,2012-09-14,4459.05,False,4459.05,5152.042239537157,5152.042239537157,4459.05,-692.9922395371568,692.9922395371568,798.5694974414567,5043.52478578376,5842.094283225217,5950.611736978613,0.0,4459.05,0.0,1491.5617369786132,4350.5325462466035,1491.5617369786132,0.0,1491.5617369786132
