Store,Dept,Total_Demand,Fulfilled_Demand,Lost_Sales,Average_Inventory,Holding_Cost,Stockout_Cost,Total_Cost,Fill_Rate
39.0,92.0,1395576.33,784627.9954090787,610948.3345909213,2636.0410980459155,28996.45207850507,3054741.672954607,3083738.125033112,0.5622250668360638
13.0,90.0,1378581.09,786195.3372213596,592385.7527786404,1321.0897405980477,14531.987146578525,2961928.763893202,2976460.75103978,0.5702931390284481
1.0,95.0,1375790.07,807104.5024950224,568685.5675049777,1876.8132933508168,20644.946226858985,2843427.837524888,2864072.783751747,0.5866480069121464
39.0,95.0,1289545.24,731341.142667874,558204.097332126,2434.0315399801116,26774.34693978123,2791020.48666063,2817794.833600411,0.5671310474286843
19.0,92.0,1269390.14,732939.4093501096,536450.7306498904,3453.3039693013907,37986.343662315296,2682253.653249452,2720239.9969117674,0.5773949129226021
20.0,38.0,1263804.8900000001,746371.9396601729,517432.9503398271,1475.3483513432504,16228.831864775755,2587164.7516991356,2603393.5835639113,0.5905752901938628
31.0,95.0,1166655.73,673843.7045642135,492812.0254357865,2798.2065338053812,30780.271871859193,2464060.1271789325,2494840.3990507917,0.5775857326515796
32.0,92.0,1137608.63,642219.5276145353,495389.10238546476,1045.8959805489285,11504.855786038213,2476945.511927324,2488450.367713362,0.5645346832632022
2.0,90.0,1113253.62,618671.7250598978,494581.89494010224,608.9176272037519,6698.09389924127,2472909.4747005114,2479607.5685997526,0.5557329560355687
10.0,2.0,1137709.33,657119.1079924109,480590.22200758907,2420.522696207673,26625.749658284403,2402951.1100379457,2429576.85969623,0.57758083779836
40.0,92.0,1112193.22,638721.1359007382,473472.0840992619,4046.6022941673186,44512.6252358405,2367360.4204963096,2411873.04573215,0.5742897226983079
41.0,95.0,1089848.98,615107.5162591927,474741.46374080726,1862.211130648698,20484.322437135677,2373707.318704036,2394191.641141172,0.5643970197221203
27.0,95.0,1221385.9,752050.1574878921,469335.7425121078,3850.080595010766,42350.886545118425,2346678.712560539,2389029.5991056575,0.6157350903493254
6.0,92.0,1089620.71,619319.9922888922,470300.71771110786,950.6761859685158,10457.438045653675,2351503.588555539,2361961.026601193,0.5683812601991497
4.0,2.0,1083967.3900000001,620574.0819477991,463393.308052201,2503.8142341802672,27541.956575982942,2316966.540261005,2344508.496836988,0.5725025380586394
20.0,90.0,1062813.97,600097.1716895056,462716.7983104945,2098.7065229887507,23085.77175287626,2313583.9915524726,2336669.763305349,0.5646304890869148
10.0,40.0,1055554.25,602785.7777425252,452768.4722574748,1308.7851975932506,14396.637173525756,2263842.361287374,2278238.9984609,0.5710609168051052
4.0,90.0,1048192.0,600560.0909615444,447631.9090384556,1933.4437749387407,21267.88152432615,2238159.545192278,2259427.426716604,0.5729485542358121
14.0,95.0,1255280.99,826232.3981282138,429048.59187178616,8789.482429365324,96684.30672301856,2145242.9593589306,2241927.266081949,0.6582051386982398
10.0,72.0,1258948.33,820317.6867335978,438630.64326640224,4315.257156477723,47467.82872125495,2193153.2163320114,2240621.0450532665,0.6515896381018256
19.0,95.0,1038645.23,597154.6436404506,441490.58635954943,2642.6512927977074,29069.16422077478,2207452.931797747,2236522.096018522,0.5749361056040767
26.0,38.0,1091112.91,650569.20823524,440543.7017647601,1922.230867834812,21144.539546182932,2202718.5088238004,2223863.048369983,0.5962437088524963
24.0,95.0,1038291.99,602710.89121142,435581.09878858004,3120.7608406300346,34328.36924693038,2177905.4939429,2212233.8631898304,0.5804830404320271
26.0,92.0,1021447.13,596563.3720157556,424883.7579842444,4143.226862813653,45575.49549095018,2124418.789921222,2169994.285412172,0.5840374450078054
20.0,40.0,969666.87,537525.3990775439,432141.4709224562,626.6214415305493,6892.835856836042,2160707.354612281,2167600.190469117,0.554340274694075
31.0,90.0,978507.85,548651.3476295738,429856.50237042614,1582.9282602838475,17412.210863122324,2149282.5118521308,2166694.722715253,0.5607020399780889
1.0,90.0,973808.76,554849.890643588,418958.869356412,1068.3639723821716,11752.003696203887,2094794.3467820599,2106546.3504782636,0.5697729507419794
13.0,38.0,976316.03,557765.1411564398,418550.8888435602,1031.2962769160208,11344.25904607623,2092754.4442178009,2104098.703263877,0.5712956911671724
39.0,90.0,952744.3200000001,537890.8987197093,414853.42128029076,1693.2453431375695,18625.698774513265,2074267.1064014537,2092892.805175967,0.5645700398609663
27.0,90.0,1007963.1,597742.7857228493,410220.3142771507,2912.204799639557,32034.25279603513,2051101.5713857536,2083135.8241817888,0.593020504146282
10.0,8.0,937798.08,525823.5937825838,411974.4862174162,1272.054380439091,13992.59818483,2059872.431087081,2073865.029271911,0.5607002242770468
6.0,95.0,983038.31,573710.5943388538,409327.71566114615,1599.4293262394376,17593.722588633813,2046638.5783057308,2064232.3008943647,0.5836095994456756
32.0,95.0,942564.75,534812.0366511578,407752.71334884217,1311.280394807229,14424.08434287952,2038763.566744211,2053187.6510870904,0.5674008460969475
3.0,38.0,970602.71,563723.0128262086,406879.6971737914,1637.1892369042287,18009.081605946514,2034398.4858689571,2052407.5674749035,0.580796866749124
28.0,95.0,978298.1900000001,581342.2254556083,396955.9645443917,5814.919691727832,63964.11660900616,1984779.8227219586,2048743.9393309648,0.5942382715188386
14.0,90.0,995811.15,600479.5006994188,395331.6493005812,5996.29406065232,65959.23466717552,1976658.2465029059,2042617.4811700813,0.6030053998686586
28.0,92.0,1059851.62,672173.9005550141,387677.71944498585,8048.891269954088,88537.80396949497,1938388.597224929,2026926.401194424,0.6342150994259121
20.0,8.0,902059.54,506136.3611716341,395923.1788283659,540.2996286470589,5943.295915117647,1979615.8941418296,1985559.1900569473,0.5610897493214628
41.0,90.0,876273.15,485432.63121028186,390840.5187897181,877.6987494039005,9654.686243442906,1954202.5939485906,1963857.2801920334,0.5539741018086448
13.0,91.0,913331.25,523522.2169489644,389809.0330510356,1279.1715412476942,14070.886953724636,1949045.1652551778,1963116.0522089023,0.5732008150919663
42.0,92.0,921698.06,535155.4921609614,386542.56783903856,2169.8302350230133,23868.132585253144,1932712.8391951928,1956580.971780446,0.5806190935901084
2.0,91.0,889588.99,502803.36071805726,386785.62928194273,1142.012994829605,12562.142943125655,1933928.1464097137,1946490.2893528393,0.5652086147312336
13.0,40.0,882940.21,498769.18701127014,384171.0229887299,1026.6311028051741,11292.942130856914,1920855.1149436494,1932148.0570745063,0.5648957668507023
4.0,40.0,900751.84,519243.1268652864,381508.7131347136,948.8902626123374,10437.792888735712,1907543.565673568,1917981.358562304,0.5764552497225944
43.0,92.0,893000.2,517233.1622152277,375767.0377847722,2725.1419208525544,29976.561129378097,1878835.1889238611,1908811.7500532393,0.5792083386042106
11.0,92.0,884101.2,506456.2799880167,377644.9200119833,1386.577105600846,15252.348161609305,1888224.6000599165,1903476.9482215259,0.5728487643586693
2.0,40.0,866524.58,491323.4343442619,375201.14565573813,769.1116183634651,8460.227801998117,1876005.7282786907,1884465.9560806889,0.5670046132381633
2.0,93.0,844160.48,470470.39729324507,373690.0827067549,1351.173908637494,14862.912995012433,1868450.4135337747,1883313.3265287871,0.5573234099910068
4.0,93.0,846451.05,474033.8093590577,372417.2406409423,1777.818836363256,19556.007199995816,1862086.2032047114,1881642.2104047074,0.5600250709820227
24.0,90.0,842318.72,471366.6982653505,370952.0217346495,1990.1215656514144,21891.33722216556,1854760.1086732475,1876651.4458954132,0.5596061052345489
4.0,72.0,1084348.98,726549.6898472277,357799.29015277233,7890.251816449116,86792.76998094027,1788996.4507638616,1875789.220744802,0.670033082750931
23.0,92.0,829812.38,458009.14925509045,371803.2307449096,1239.7360072830606,13637.096080113668,1859016.153724548,1872653.2498046616,0.5519430178362613
13.0,2.0,861223.65,491580.1999005787,369643.4500994213,1936.820460757836,21305.025068336196,1848217.2504971065,1869522.2755654426,0.5707927318305515
4.0,13.0,842423.87,471524.96781695075,370898.90218304924,1082.1628971305008,11903.79186843551,1854494.510915246,1866398.3027836815,0.5597241301067962
20.0,2.0,854124.87,486127.4432138623,367997.4267861377,1286.2818689975645,14149.100558973209,1839987.1339306885,1854136.2344896616,0.5691526617341821
10.0,38.0,919964.37,554679.3064947767,365285.06350522325,1696.274914272324,18659.024056995564,1826425.3175261165,1845084.341583112,0.6029356403170013
20.0,91.0,837670.1,471669.81611446966,366000.2838855303,868.5547440869282,9554.10218495621,1830001.4194276514,1839555.5216126079,0.5630734773921974
11.0,95.0,851735.8,490389.6322821745,361346.1677178255,2269.089826407679,24959.98809048447,1806730.8385891274,1831690.8266796118,0.5757532233377703
17.0,38.0,908724.74,550246.9870141132,358477.75298588676,2651.9210542164074,29171.13159638048,1792388.7649294338,1821559.8965258144,0.6055155789134928
23.0,2.0,845473.34,488790.7112215675,356682.6287784325,3245.659826100648,35702.258087107126,1783413.1438921625,1819115.4019792697,0.5781266990885454
12.0,2.0,829391.2,468405.45393769507,360985.74606230494,1029.6201136608645,11325.82125026951,1804928.7303115246,1816254.5515617942,0.5647581671202867
1.0,93.0,837250.14,481116.6342554611,356133.50574453885,1737.547573169639,19113.02330486603,1780667.5287226944,1799780.5520275603,0.5746390609805824
27.0,2.0,865504.98,514154.59689955926,351350.3831004407,2953.200068171148,32485.200749882628,1756751.9155022036,1789237.1162520861,0.5940515754161915
14.0,38.0,916835.92,567113.316014399,349722.60398560093,2791.1257297754823,30702.383027530304,1748613.0199280046,1779315.4029555349,0.6185548620459799
39.0,2.0,825556.38,474625.48684330913,350930.8931566909,2007.8176109582841,22085.993720541126,1754654.4657834545,1776740.4595039955,0.5749158971351044
34.0,92.0,810493.4099999999,459850.2600122107,350643.1499877892,1405.5934103434251,15461.527513777677,1753215.7499389462,1768677.2774527238,0.567370757539177
13.0,94.0,844236.75,500814.85415072116,343421.89584927884,1866.8748045966945,20535.62285056364,1717109.4792463942,1737645.1020969579,0.5932161258683908
18.0,92.0,777379.98,435259.4420629606,342120.5379370394,1189.5034133038682,13084.537546342552,1710602.689685197,1723687.2272315396,0.5599056487960503
39.0,40.0,769050.02,426282.37661345844,342767.6433865415,529.4583521003634,5824.041873103997,1713838.2169327077,1719662.2588058116,0.5542973350595042
14.0,91.0,811024.42,478453.7096560701,332570.7103439299,4569.8888126057045,50268.77693866275,1662853.5517196492,1713122.328658312,0.5899374887578231
2.0,94.0,789233.19,449147.56035667326,340085.62964332674,930.7682323157006,10238.450555472707,1700428.1482166336,1710666.5987721062,0.5690936038266121
17.0,92.0,755775.64,418914.78492386185,336860.85507613816,2299.646445911478,25296.11090502626,1684304.275380691,1709600.3862857174,0.5542845822919906
43.0,95.0,777177.26,438801.25726148573,338376.0027385142,1398.462558543752,15383.088143981273,1691880.0136925713,1707263.1018365526,0.5646089764148345
4.0,94.0,811479.47,475016.731478131,336462.738521869,1477.2773717377765,16250.051089115543,1682313.6926093448,1698563.7436984605,0.5853712250762562
34.0,95.0,783029.3200000001,448918.1158975224,334111.20410247764,1718.3014477840347,18901.31592562438,1670556.020512388,1689457.3364380125,0.5733094590858008
26.0,95.0,810685.08,480477.3342621465,330207.74573785346,2469.326144500142,27162.587589501563,1651038.7286892673,1678201.316278769,0.5926806180547279
35.0,72.0,881152.94,554712.954787792,326439.9852122079,3607.3075886803776,39680.38347548415,1632199.9260610396,1671880.309536524,0.629530844881244
27.0,40.0,785281.42,454818.2629348036,330463.1570651964,1704.2652357996756,18746.917593796432,1652315.7853259821,1671062.7029197784,0.5791786884946337
31.0,91.0,756412.18,427152.74327411724,329259.4367258828,1569.5120940286915,17264.633034315608,1646297.183629414,1663561.8166637295,0.5647089702787668
10.0,95.0,767088.19,437894.30873737537,329193.88126262464,1360.4405387887011,14964.845926675713,1645969.4063131232,1660934.252239799,0.5708526274369775
39.0,94.0,739727.17,413130.3929234206,326596.7770765794,1219.2136001277097,13411.349601404807,1632983.885382897,1646395.234984302,0.5584902240692613
1.0,38.0,832398.04,513588.9214164449,318809.1185835551,2997.4275830480765,32971.70341352884,1594045.5929177757,1627017.2963313046,0.6169991959813419
6.0,72.0,795929.27,475997.78961951233,319931.4803804876,2464.0514818609386,27104.566300470324,1599657.4019024381,1626761.9682029085,0.5980403128276867
31.0,94.0,760832.51,440450.30607203883,320382.2039279612,1317.8277509414606,14496.105260356067,1601911.019639806,1616407.124900162,0.5789057384943223
8.0,92.0,722125.96,401456.7807629928,320669.17923700716,973.8966813443516,10712.863494787867,1603345.896185036,1614058.7596798239,0.5559373336515874
31.0,38.0,817674.41,503641.8961050806,314032.51389491936,1992.1842286314668,21914.026514946134,1570162.569474597,1592076.595989543,0.6159443049038071
39.0,91.0,717956.72,402281.5126856964,315675.2073143036,1231.2095783044379,13543.305361348815,1578376.036571518,1591919.3419328667,0.5603144332790652
2.0,2.0,721817.67,407669.0109200678,314148.6590799322,1412.4606388945242,15537.067027839767,1570743.2953996612,1586280.3624275008,0.5647811460753901
23.0,40.0,728534.04,416665.21756309905,311868.8224369009,2015.169293952824,22166.862233481064,1559344.1121845047,1581510.9744179859,0.5719227856025767
40.0,95.0,747629.03,437266.8710652086,310362.1589347914,2601.9903773825845,28621.894151208428,1551810.794673957,1580432.6888251654,0.5848714449533996
4.0,91.0,754153.28,443244.5114672449,310908.7685327551,1877.6351940854477,20653.987134939925,1554543.8426637757,1575197.8297987154,0.587737961528517
11.0,72.0,818649.58,514319.74804762425,304329.8319523757,4307.427110904851,47381.69821995337,1521649.1597618787,1569030.857981832,0.628253847082685
22.0,38.0,804545.81,494155.54473927524,310390.2652607247,1376.5706613325417,15142.277274657958,1551951.3263036236,1567093.6035782816,0.6142043605189805
4.0,38.0,819416.59,511757.63869521447,307658.95130478556,2231.6259857636587,24547.885843400247,1538294.7565239277,1562842.6423673278,0.6245390256196967
19.0,90.0,727893.63,419152.8041013379,308740.8258986621,1730.3650711389676,19034.015782528644,1543704.1294933106,1562738.1452758391,0.5758434843032462
8.0,95.0,704620.4,396591.33650770615,308029.0634922939,879.8250583771052,9678.075642148156,1540145.3174614692,1549823.3931036175,0.5628439603901706
32.0,90.0,693269.01,385736.3765476364,307532.6334523636,987.2081597855994,10859.289757641593,1537663.167261818,1548522.4570194595,0.5564021627732018
6.0,40.0,714760.44,407246.80112024554,307513.63887975446,871.0491888811462,9581.541077692607,1537568.1943987724,1547149.735476465,0.569766845406617
19.0,38.0,767047.5,460765.5733142525,306281.9266857475,1429.6205498243255,15725.826048067582,1531409.6334287378,1547135.4594768053,0.6007001826017978
43.0,90.0,682759.91,377586.7316497103,305173.17835028976,1205.0647247398942,13255.711972138837,1525865.8917514486,1539121.6037235877,0.5530300272751958
1.0,91.0,713056.49,409605.6094452313,303450.88055476866,1459.6680636191786,16056.348699810966,1517254.4027738431,1533310.7514736543,0.5744364088814777
37.0,92.0,678258.33,373345.3191872375,304913.01081276254,646.3180488845908,7109.498537730498,1524565.0540638126,1531674.552601543,0.5504470828795239
19.0,72.0,738847.25,437250.2803272318,301596.9696727682,2059.9339365040864,22659.27330154495,1507984.848363841,1530644.121665386,0.5918006466522435
32.0,38.0,747285.8300000001,445068.9536679726,302216.87633202743,1479.0827394138344,16269.910133552177,1511084.3816601373,1527354.2917936894,0.5955806142717474
40.0,90.0,696287.84,395247.9528064017,301039.8871935983,1706.2762095075848,18769.03830458343,1505199.4359679916,1523968.474272575,0.5676502304081624
2.0,38.0,761536.75,459672.565026566,301864.184973434,1168.1249398508292,12849.37433835912,1509320.9248671702,1522170.2992055293,0.6036117955260413
41.0,40.0,684986.91,382712.96331190976,302273.9466880902,699.7342875688945,7697.07716325784,1511369.7334404513,1519066.810603709,0.558715732701972
31.0,93.0,686018.59,386297.4688405343,299721.12115946575,1546.1960252453289,17008.156277698617,1498605.6057973285,1515613.7620750272,0.5631005842575407
13.0,72.0,748719.97,455563.6504350221,293156.3195649779,3288.330606514725,36171.636671661974,1465781.5978248892,1501953.2344965513,0.608456657613957
9.0,38.0,756907.59,462369.35981679696,294538.23018320306,2194.796592093281,24142.762513026093,1472691.1509160153,1496833.9134290414,0.6108663275748061
1.0,94.0,697347.22,400829.11973219644,296518.10026780353,984.3928601311477,10828.321461442625,1482590.5013390179,1493418.8228004603,0.57479130659214
32.0,40.0,668838.49,374399.422365151,294439.06763484905,923.0036157133377,10153.039772846714,1472195.338174245,1482348.3779470918,0.5597755332010736
38.0,38.0,795278.67,505461.15927223983,289817.51072776015,2819.7154526857803,31016.869979543582,1449087.553638801,1480104.4236183446,0.6355774124713288
39.0,13.0,688950.24,396928.3843707334,292021.8556292666,1526.0807442632047,16786.888186895252,1460109.278146333,1476896.1663332281,0.5761350549362366
42.0,95.0,677657.61,387843.4599295243,289814.1500704757,2079.3873634088372,22873.260997497207,1449070.7503523785,1471944.0113498757,0.5723295277825099
6.0,38.0,763547.26,477528.8605516029,286018.3994483971,2977.079542964944,32747.87497261438,1430091.9972419855,1462839.8722145997,0.6254083873624311
14.0,2.0,702030.84,417559.2682833278,284471.57171667216,2425.9631876925705,26685.595064618276,1422357.858583361,1449043.4536479793,0.5947876424963436
28.0,90.0,710883.08,430312.2114070821,280570.8685929179,3898.5788802708107,42884.36768297892,1402854.3429645896,1445738.7106475683,0.605320654708904
2.0,8.0,659622.72,372261.1292329353,287361.5907670647,496.1799861306625,5457.979847437287,1436807.9538353235,1442265.9336827607,0.5643546196118523
10.0,13.0,679783.5,396258.262100356,283525.237899644,1686.2967160723485,18549.263876795834,1417626.18949822,1436175.4533750159,0.5829183292921291
27.0,91.0,676142.39,393039.1593649163,283103.2306350837,1821.2533975641657,20033.78737320582,1415516.1531754183,1435549.9405486241,0.581296432789721
20.0,94.0,663344.21,379908.1299177354,283436.0800822646,1147.1932539122697,12619.125793034968,1417180.400411323,1429799.5262043579,0.5727164331738652
4.0,8.0,664290.11,382176.97874200885,282113.1312579912,1164.3726445293678,12808.099089823045,1410565.6562899558,1423373.7553797788,0.5753163760664882
23.0,72.0,760476.5,490209.80829138716,270266.69170861284,6415.1712106900095,70566.88331759011,1351333.458543064,1421900.3418606543,0.6446087529218683
4.0,4.0,648087.91,366609.772437804,281478.137562196,1165.522244134388,12820.744685478268,1407390.68781098,1420211.4324964583,0.5656790796140665
26.0,90.0,659870.32,381978.4431561589,277891.87684384105,2273.249126464831,25005.74039111314,1389459.3842192055,1414465.1246103186,0.5788689558823602
20.0,13.0,644585.23,366774.8799018905,277810.3500981095,1546.373626806508,17010.109894871588,1389051.7504905474,1406061.860385419,0.5690091284001194
23.0,95.0,646995.85,369944.0518342526,277051.79816574743,1700.9373008387795,18710.310309226574,1385258.9908287372,1403969.3011379638,0.571787364376839
1.0,40.0,641662.46,363803.4785603858,277858.9814396142,721.355041155087,7934.905452705956,1389294.907198071,1397229.812650777,0.5669701770622296
43.0,38.0,671540.3400000001,399114.4069271395,272425.9330728605,2230.799338651345,24538.792725164793,1362129.6653643027,1386668.4580894674,0.5943267785329761
37.0,38.0,680221.31,406959.84572763904,273261.46427236096,1213.014276019179,13343.15703621097,1366307.3213618048,1379650.478398016,0.598275649034928
22.0,40.0,627312.16,354895.09845422435,272417.0615457756,741.7736822841154,8159.5105051252685,1362085.3077288782,1370244.8182340034,0.5657392301373918
27.0,94.0,674193.55,405785.51093972113,268408.03906027885,2396.5731453987933,26362.304599386727,1342040.1953013942,1368402.4999007809,0.6018828138295318
10.0,9.0,679909.98,412235.3142484553,267674.6657515447,2501.0600976220394,27511.661073842435,1338373.3287577236,1365884.989831566,0.6063086678746138
41.0,91.0,618469.98,347124.803607073,271345.17639292707,759.2517698687317,8351.76946855605,1356725.881964635,1365077.6514331913,0.5612637877865518
31.0,40.0,628269.63,356581.5121274127,271688.1178725873,574.6647151083499,6321.311866191849,1358440.5893629363,1364761.9012291282,0.5675612748103274
18.0,2.0,678808.5,411079.5720065045,267728.9279934955,2242.562722100399,24668.189943104386,1338644.6399674774,1363312.8299105817,0.6055899005485413
31.0,2.0,638728.91,369913.5738734497,268815.33612655033,1222.8098226731856,13450.908049405043,1344076.6806327517,1357527.5886821565,0.5791401768137435
20.0,72.0,869536.29,611362.4999928168,258173.79000718315,5557.646106641627,61134.1071730579,1290868.9500359157,1352003.0572089737,0.7030902643440181
30.0,92.0,607326.98,341345.9021925336,265981.0778074664,592.7611329731272,6520.372462704399,1329905.389037332,1336425.7615000363,0.5620463332495678
17.0,95.0,621154.63,359250.66868720786,261903.96131279218,1717.922049434531,18897.14254377984,1309519.8065639609,1328416.9491077408,0.5783594798081242
16.0,9.0,553359.46,311819.63125215296,241539.82874784703,10561.381988813375,116175.20187694712,1207699.1437392351,1323874.3456161823,0.5635028472308994
37.0,95.0,598723.75,335829.94396474725,262893.80603525275,575.6125368134883,6331.737904948372,1314469.0301762638,1320800.7680812122,0.5609096748955545
14.0,72.0,817223.0,570733.7077894476,246489.29221055243,7994.353943179664,87937.89337497631,1232446.461052762,1320384.3544277386,0.6983818465577298
18.0,95.0,651979.28,394036.7082665586,257942.5717334414,2409.493986498371,26504.433851482085,1289712.858667207,1316217.292518689,0.6043699859089978
18.0,38.0,648590.28,392266.6718160025,256323.6081839975,3129.2386570386825,34421.62522742551,1281618.0409199875,1316039.666147413,0.6047988752097896
11.0,38.0,729098.62,473336.2437299779,255762.3762700221,3099.9478825716487,34099.426708288134,1278811.8813501105,1312911.3080583985,0.6492074333235989
8.0,38.0,673269.04,414946.87480257277,258322.16519742724,1864.013118980971,20504.14430879068,1291610.8259871362,1312114.9702959268,0.6163165839358553
19.0,40.0,597143.79,338773.80456850235,258369.98543149765,1474.1657141034032,16215.822855137434,1291849.9271574882,1308065.7500126257,0.5673236668315722
18.0,40.0,649895.7,395523.6952053566,254372.0047946434,2360.4603043573793,25965.063347931173,1271860.023973217,1297825.0873211483,0.6085956488177359
41.0,94.0,578467.7,320849.66354476777,257618.03645523224,745.5994554211164,8201.594009632281,1288090.1822761612,1296291.7762857934,0.5546544146626817
6.0,9.0,624636.95,370133.8995127696,254503.05048723042,1853.8986928735003,20392.885621608504,1272515.252436152,1292908.1380577604,0.5925584445697131
11.0,40.0,600211.75,343864.2071097656,256347.54289023436,882.4901068667975,9707.391175534773,1281737.7144511717,1291445.1056267065,0.5729048241887394
32.0,2.0,584458.75,327846.78779097367,256611.96220902633,714.588212297509,7860.470335272599,1283059.8110451316,1290920.2813804043,0.5609408496168014
4.0,79.0,603641.72,348410.54304757784,255231.1769524222,1304.5403554060342,14349.943909466376,1276155.884762111,1290505.8286715774,0.577181018978572
24.0,8.0,583239.19,326859.37177017966,256379.81822982035,759.312326505347,8352.435591558817,1281899.0911491017,1290251.5267406604,0.5604207971178681
20.0,93.0,590907.33,338412.4330646633,252494.8969353367,1943.1348565270878,21374.483421797966,1262474.4846766836,1283848.9680984814,0.5726996702929092
11.0,2.0,612206.37,358620.16518795583,253586.20481204416,1161.8048498058422,12779.853347864264,1267931.0240602207,1280710.877408085,0.585783132553743
22.0,92.0,612879.29,362873.28285811533,250006.00714188465,2546.637814359326,28013.015957952586,1250030.0357094232,1278043.051667376,0.592079531449195
13.0,93.0,583425.79,331044.9565690331,252380.8334309669,1288.873499512804,14177.608494640845,1261904.1671548346,1276081.7756494754,0.5674157060644046
42.0,90.0,591629.29,342469.0276852475,249160.26231475256,1780.2253232759626,19582.47855603559,1245801.3115737627,1265383.7901297985,0.5788574593479769
13.0,79.0,580665.76,332397.9067920862,248267.85320791378,1504.6171466011954,16550.78861261315,1241339.266039569,1257890.054652182,0.5724427539727609
22.0,2.0,596289.68,349149.88540062256,247139.79459937743,1898.5274416910515,20883.801858601568,1235698.9729968873,1256582.774855489,0.5855373606342181
17.0,40.0,567513.9299999999,318665.2088644667,248848.7211355333,902.8884592343827,9931.77305157821,1244243.6056776664,1254175.3787292447,0.5615108141300897
10.0,23.0,617480.09,370607.68160427205,246872.40839572795,1702.9626417191287,18732.589058910416,1234362.0419786398,1253094.63103755,0.6001937351603872
28.0,2.0,585645.44,338077.9943718502,247567.44562814978,1088.1976611380503,11970.174272518554,1237837.2281407488,1249807.4024132674,0.5772741855069344
27.0,93.0,589006.6,343359.23046598444,245647.36953401554,1823.5477804165164,20059.02558458168,1228236.8476700778,1248295.8732546594,0.5829463209172604
6.0,90.0,577605.6,330441.55538965884,247164.04461034117,761.7750505380318,8379.52555591835,1235820.2230517059,1244199.748607624,0.5720885590265379
41.0,2.0,573380.55,328403.68696292053,244976.86303707949,1169.4404169526117,12863.844586478728,1224884.3151853974,1237748.1597718762,0.5727499598005557
27.0,13.0,593207.02,349607.01728524565,243600.00271475437,1773.9258907419571,19513.18479816153,1218000.0135737718,1237513.1983719333,0.589350775527312
20.0,4.0,568095.51,323175.20779185055,244920.30220814946,1067.4543201873398,11741.997522060738,1224601.5110407472,1236343.508562808,0.5688747791579105
13.0,13.0,568559.3,325921.9180603903,242637.3819396097,1706.0435116048936,18766.47862765383,1213186.9096980486,1231953.3883257024,0.5732417323230669
24.0,91.0,569455.47,326840.24043151276,242615.2295684872,1570.4472047392655,17274.91925213192,1213076.147842436,1230351.067094568,0.5739522362152616
22.0,95.0,628343.5599999999,389631.5841466142,238711.9758533858,2689.8746075071717,29588.62068257889,1193559.879266929,1223148.499949508,0.6200932243924235
5.0,38.0,637828.5599999999,397391.69942248764,240436.86057751236,1829.6576974022782,20126.23467142506,1202184.3028875617,1222310.5375589868,0.623038421833114
14.0,13.0,575549.04,335849.98723296553,239699.05276703447,2115.680687954708,23272.48756750179,1198495.2638351724,1221767.7514026742,0.5835297496681873
35.0,2.0,538756.8,296709.28337362927,242047.51662637072,827.1834909853297,9099.018400838628,1210237.5831318537,1219336.6015326923,0.5507295376571196
1.0,87.0,564413.75,325554.8391614478,238858.91083855223,1703.106747316139,18734.17422047753,1194294.5541927612,1213028.7284132387,0.5768017507749373
