Store,Dept,Date,Weekly_Sales,IsHoliday,Demand,Forecast_Demand
1.0,25.0,2012-09-21,7804.28,False,7804.28,8294.728423646004
1.0,25.0,2012-09-28,7685.71,False,7685.71,8069.012591682321
1.0,25.0,2012-10-05,11140.24,False,11140.24,8699.801202172646
1.0,25.0,2012-10-12,10485.04,False,10485.04,9426.299980594067
1.0,25.0,2012-10-19,8702.47,False,8702.47,9694.912352478472
1.0,25.0,2012-10-26,11066.13,False,11066.13,9733.664926878711
1.0,26.0,2012-08-17,4924.3,False,4924.3,6286.430104583771
1.0,26.0,2012-08-24,5369.29,False,5369.29,5297.698748780663
1.0,26.0,2012-08-31,5602.58,False,5602.58,4954.093218865776
1.0,26.0,2012-09-07,5011.22,True,5011.22,5398.54686160633
1.0,26.0,2012-09-14,6001.13,False,6001.13,5720.907222540158
1.0,26.0,2012-09-21,6550.81,False,6550.81,5667.39014419774
1.0,26.0,2012-09-28,5035.97,False,5035.97,5751.927268238193
1.0,26.0,2012-10-05,8784.99,False,8784.99,6847.120426228974
1.0,26.0,2012-10-12,12773.34,False,12773.34,7200.989353377319
1.0,26.0,2012-10-19,7004.13,False,7004.13,10265.737631506248
1.0,26.0,2012-10-26,7412.16,False,7412.16,8552.078563466399
1.0,27.0,2012-08-17,1476.09,False,1476.09,1339.747659568177
1.0,27.0,2012-08-24,1643.59,False,1643.59,1619.7554695902957
1.0,27.0,2012-08-31,1580.28,False,1580.28,1008.8387883308908
1.0,27.0,2012-09-07,1060.29,True,1060.29,1129.922540254443
1.0,27.0,2012-09-14,857.88,False,857.88,1181.7307732684476
1.0,27.0,2012-09-21,1047.27,False,1047.27,1078.024171338716
1.0,27.0,2012-09-28,948.57,False,948.57,994.8555543769536
1.0,27.0,2012-10-05,1492.09,False,1492.09,1246.5164383078843
1.0,27.0,2012-10-12,1536.58,False,1536.58,1234.9006828114998
1.0,27.0,2012-10-19,1841.73,False,1841.73,1664.1101657032143
1.0,27.0,2012-10-26,1712.02,False,1712.02,1487.7752500295746
1.0,28.0,2012-08-17,312.75,False,312.75,248.75358422663012
1.0,28.0,2012-08-24,307.34,False,307.34,308.298931808744
1.0,28.0,2012-08-31,283.4,False,283.4,237.25226049210937
1.0,28.0,2012-09-07,374.15,True,374.15,458.3358024574787
1.0,28.0,2012-09-14,403.87,False,403.87,502.145413406617
1.0,28.0,2012-09-21,490.61,False,490.61,463.12959709036136
1.0,28.0,2012-09-28,402.73,False,402.73,463.6666101457658
1.0,28.0,2012-10-05,641.7,False,641.7,507.7451474914165
1.0,28.0,2012-10-12,596.37,False,596.37,398.3989563784121
1.0,28.0,2012-10-19,656.45,False,656.45,583.698030645763
1.0,28.0,2012-10-26,742.48,False,742.48,613.091057193361
1.0,29.0,2012-08-17,4208.19,False,4208.19,4214.445494093855
1.0,29.0,2012-08-24,3966.86,False,3966.86,3978.5041565461024
1.0,29.0,2012-08-31,4183.85,False,4183.85,3846.3499425269706
1.0,29.0,2012-09-07,3268.08,True,3268.08,3919.970010476486
1.0,29.0,2012-09-14,3418.62,False,3418.62,3729.483457002202
1.0,29.0,2012-09-21,3683.28,False,3683.28,3754.82899671424
1.0,29.0,2012-09-28,3515.91,False,3515.91,3467.6172477651867
1.0,29.0,2012-10-05,4288.34,False,4288.34,4019.7371452637776
1.0,29.0,2012-10-12,3465.18,False,3465.18,3853.556882528367
1.0,29.0,2012-10-19,3739.1,False,3739.1,4002.4307481786127
1.0,29.0,2012-10-26,4077.2,False,4077.2,3944.197927843896
1.0,30.0,2012-08-17,3300.68,False,3300.68,3325.3237710656977
1.0,30.0,2012-08-24,3686.74,False,3686.74,3244.635215498758
1.0,30.0,2012-08-31,3058.82,False,3058.82,3058.514990502541
1.0,30.0,2012-09-07,2669.67,True,2669.67,3063.328169136708
1.0,30.0,2012-09-14,2115.88,False,2115.88,3004.591418664951
1.0,30.0,2012-09-21,1986.16,False,1986.16,2709.8296581952045
1.0,30.0,2012-09-28,2047.42,False,2047.42,2345.42870474624
1.0,30.0,2012-10-05,2520.85,False,2520.85,2715.974137340653
1.0,30.0,2012-10-12,2258.74,False,2258.74,2593.5566977969684
1.0,30.0,2012-10-19,2559.08,False,2559.08,2372.9540731079683
1.0,30.0,2012-10-26,2830.48,False,2830.48,2504.58834311569
1.0,31.0,2012-08-17,4851.27,False,4851.27,6024.609395886015
1.0,31.0,2012-08-24,6812.13,False,6812.13,7029.890583801467
1.0,31.0,2012-08-31,6691.49,False,6691.49,3396.841751037632
1.0,31.0,2012-09-07,1499.7,True,1499.7,3132.970028011361
1.0,31.0,2012-09-14,1365.52,False,1365.52,2119.5197633815296
1.0,31.0,2012-09-21,1490.66,False,1490.66,1634.0402750363962
1.0,31.0,2012-09-28,1060.74,False,1060.74,1340.0290899706497
1.0,31.0,2012-10-05,2063.02,False,2063.02,1229.57464971251
1.0,31.0,2012-10-12,1276.81,False,1276.81,1610.736026421846
1.0,31.0,2012-10-19,1529.52,False,1529.52,1360.0134812332992
1.0,31.0,2012-10-26,1413.51,False,1413.51,1460.416114639101
1.0,32.0,2012-08-17,6459.89,False,6459.89,5673.679144137343
1.0,32.0,2012-08-24,5772.47,False,5772.47,4887.110759540141
1.0,32.0,2012-08-31,6649.79,False,6649.79,6805.170957275566
1.0,32.0,2012-09-07,6857.35,True,6857.35,7482.900196026493
1.0,32.0,2012-09-14,5000.5,False,5000.5,7411.024750220353
1.0,32.0,2012-09-21,5375.99,False,5375.99,7269.440605493064
1.0,32.0,2012-09-28,3909.44,False,3909.44,6350.4878825081605
1.0,32.0,2012-10-05,5852.15,False,5852.15,5961.72350958108
1.0,32.0,2012-10-12,5238.49,False,5238.49,5661.44665876121
1.0,32.0,2012-10-19,6241.78,False,6241.78,5886.50960444287
1.0,32.0,2012-10-26,5918.47,False,5918.47,5697.85616922352
1.0,33.0,2012-08-17,10682.47,False,10682.47,10525.361196134349
1.0,33.0,2012-08-24,13019.11,False,13019.11,10670.346214329034
1.0,33.0,2012-08-31,11799.65,False,11799.65,8248.023996431584
1.0,33.0,2012-09-07,5001.36,True,5001.36,7832.806991395642
1.0,33.0,2012-09-14,4449.08,False,4449.08,5836.027032189306
1.0,33.0,2012-09-21,4705.71,False,4705.71,4511.455472530988
1.0,33.0,2012-09-28,4390.19,False,4390.19,4204.20248155899
1.0,33.0,2012-10-05,6775.72,False,6775.72,5108.297848440902
1.0,33.0,2012-10-12,7617.49,False,7617.49,5191.446605445319
1.0,33.0,2012-10-19,5170.49,False,5170.49,6913.541847395779
1.0,33.0,2012-10-26,6313.48,False,6313.48,6310.540237631025
1.0,34.0,2012-08-17,10272.79,False,10272.79,11289.995906293349
1.0,34.0,2012-08-24,10288.31,False,10288.31,10608.029653006652
1.0,34.0,2012-08-31,10066.04,False,10066.04,10072.241553070437
1.0,34.0,2012-09-07,9601.08,True,9601.08,10061.413560116518
1.0,34.0,2012-09-14,8723.62,False,8723.62,9789.760351075987
1.0,34.0,2012-09-21,9670.5,False,9670.5,8981.707554205064
1.0,34.0,2012-09-28,8972.86,False,8972.86,9127.05788488863
1.0,34.0,2012-10-05,10523.41,False,10523.41,9399.36609531892
1.0,34.0,2012-10-12,11105.36,False,11105.36,9717.43173316184
1.0,34.0,2012-10-19,9544.78,False,9544.78,10964.93182697542
1.0,34.0,2012-10-26,9972.0,False,9972.0,10345.977304167907
1.0,35.0,2012-08-17,1842.08,False,1842.08,2389.2485352764984
1.0,35.0,2012-08-24,1894.91,False,1894.91,2119.6643723632947
1.0,35.0,2012-08-31,1623.92,False,1623.92,1900.301297414198
1.0,35.0,2012-09-07,1578.57,True,1578.57,2186.6062020879926
1.0,35.0,2012-09-14,1547.07,False,1547.07,1993.648470497429
1.0,35.0,2012-09-21,1341.83,False,1341.83,2022.5958670900773
1.0,35.0,2012-09-28,1773.32,False,1773.32,1794.9146008501427
1.0,35.0,2012-10-05,1658.09,False,1658.09,1832.840855399577
1.0,35.0,2012-10-12,2228.94,False,2228.94,1692.0023348315533
1.0,35.0,2012-10-19,1555.93,False,1555.93,2382.4785035787822
1.0,35.0,2012-10-26,1459.47,False,1459.47,1804.5003540813136
1.0,36.0,2012-08-17,444.0,False,444.0,778.1361123302529
1.0,36.0,2012-08-24,384.92,False,384.92,537.4342486428526
1.0,36.0,2012-08-31,431.96,False,431.96,402.1254654056233
1.0,36.0,2012-09-07,476.74,True,476.74,961.8661101319768
1.0,36.0,2012-09-14,310.55,False,310.55,802.6382275827798
1.0,36.0,2012-09-21,408.03,False,408.03,533.9203454422175
1.0,36.0,2012-09-28,277.37,False,277.37,399.8124895111479
1.0,36.0,2012-10-05,1040.66,False,1040.66,636.8670218524754
1.0,36.0,2012-10-12,1584.1,False,1584.1,631.5225254231736
1.0,36.0,2012-10-19,536.75,False,536.75,1032.0962863277966
1.0,36.0,2012-10-26,1156.34,False,1156.34,922.9605562001552
1.0,37.0,2012-08-17,2772.76,False,2772.76,2790.9936985569893
1.0,37.0,2012-08-24,2257.56,False,2257.56,2731.4879466004813
1.0,37.0,2012-08-31,2401.44,False,2401.44,2733.656538265854
1.0,37.0,2012-09-07,2992.74,True,2992.74,3003.148164319446
1.0,37.0,2012-09-14,2854.51,False,2854.51,3298.2316510771834
1.0,37.0,2012-09-21,2776.22,False,2776.22,2794.5987288221045
1.0,37.0,2012-09-28,2507.6,False,2507.6,2618.999816362095
1.0,37.0,2012-10-05,2466.9,False,2466.9,2860.815886511433
1.0,37.0,2012-10-12,2482.7,False,2482.7,2435.2481497892577
1.0,37.0,2012-10-19,2483.49,False,2483.49,2592.2852753158627
1.0,37.0,2012-10-26,2566.42,False,2566.42,2498.438091823677
1.0,38.0,2012-08-17,85392.47,False,85392.47,72127.1028489197
1.0,38.0,2012-08-24,71295.77,False,71295.77,69954.16116725674
